nome,texto,#palavras,#unicas,#pontos_interrogacao,#pontos_exclamacao,#nomes,#adjectivos,#adverbios,#verbos,diversidade_lexical,densidade_lexical,sentimento
CAPÍTULO IX,"Orgulho ou insaciabilidade do coração humano, seja o que for, no amor que nos dão é que nós graduamos o que valemos na nossaconsciência.",27,22,0,0,5,1,0,4,10,37.03703703703704,"[{'label': 'NEUTRAL', 'score': 0.4812416434288025}]"
CAPÍTULO IX,"Não desprazia, portanto, o amor de Mariana ao amante apaixonado de Teresa.",15,13,0,0,2,0,1,2,5,33.33333333333333,"[{'label': 'NEGATIVE', 'score': 0.43318140506744385}]"
CAPÍTULO IX,"Isto será culpa no severo tribunal das minhas leitoras; mas, se me deixam ter opinião, a culpa de Simão Botelho está na fraca natureza, que é toda galas no céu, no mar e na terra, e toda incoerência, absurdezas e vícios no homem, que se aclamou a si próprio rei da criação, e nesta boa-fé dinástica vai vivendo e morrendo.",70,50,0,0,18,2,0,5,25,35.714285714285715,"[{'label': 'NEGATIVE', 'score': 0.6504881978034973}]"
CAPÍTULO X,João da Cruz deteve-se duas fora de casa.,9,9,0,0,1,0,1,1,3,33.33333333333333,"[{'label': 'NEGATIVE', 'score': 0.6105318665504456}]"
CAPÍTULO X,"Chegou quando a curiosidade do estudante era já sofrimento. — Estará o seu pai preso? — dissera ele a Mariana. — Não mo diz o coração, e o meu coração nunca me engana — respondeu ela.",41,32,1,0,6,0,4,6,16,39.02439024390244,"[{'label': 'NEUTRAL', 'score': 0.4281674921512604}]"
CAPÍTULO X,"E Simão replicou: — E o que lhe diz o coração a meu respeito, Mariana?",18,16,1,0,2,0,0,2,4,22.22222222222222,"[{'label': 'NEUTRAL', 'score': 0.6080144643783569}]"
CAPÍTULO X,"As minhas desgraças ficarão por aqui? — Queria dizer-lhe a verdade, senhor Simão.",16,16,1,0,3,0,1,3,7,43.75,"[{'label': 'NEGATIVE', 'score': 0.43400418758392334}]"
CAPÍTULO X,"Mas não digo. — Diga, que lho peço, porque tenho fé no bom anjo que fala da sua alma.",23,20,0,0,3,1,1,5,10,43.47826086956522,"[{'label': 'NEUTRAL', 'score': 0.5090869665145874}]"
CAPÍTULO X,Diga. — O meu coração diz-me que as suas desgraças ainda estão apenas a começar.,17,16,0,0,2,0,2,4,8,47.05882352941176,"[{'label': 'NEUTRAL', 'score': 0.43501055240631104}]"
CAPÍTULO X,"Simão ouviu-a atentamente, e não respondeu.",8,8,0,0,0,0,2,2,4,50.0,"[{'label': 'NEUTRAL', 'score': 0.4096151292324066}]"
CAPÍTULO X,"Assombrou-lhe o ânimo esta ideia torva, e afrontosa à singela rapariga: — Pensará ela em desviar-me de Teresa, para se fazer amar?.",27,26,1,0,5,1,0,4,10,37.03703703703704,"[{'label': 'NEUTRAL', 'score': 0.5722724199295044}]"
CAPÍTULO X,Pensava assim quando chegou o ferrador. — Aqui estou eu de volta — disse ele com um rosto festivo. — a sua mãe mandou-me chamar. — Já sei.,32,26,0,0,4,1,4,6,15,46.875,"[{'label': 'NEUTRAL', 'score': 0.4499598741531372}]"
CAPÍTULO X,E como soube ela que eu estava aqui? — Ela sabia que o fidalgo estivera cá; mas pensava que vossa senhoria já tinha ido para Coimbra.,29,27,1,0,2,0,3,4,9,31.03448275862069,"[{'label': 'NEGATIVE', 'score': 0.5993706583976746}]"
CAPÍTULO X,"Quem lho disse não sei, nem perguntei; porque para uma pessoa de respeito não se fazem perguntas.",20,19,0,0,3,0,2,4,9,45.0,"[{'label': 'NEGATIVE', 'score': 0.42403289675712585}]"
CAPÍTULO X,Dizia ela que sabia o fim a que o senhor viera esconder-se aqui.,14,12,0,0,2,0,1,4,7,50.0,"[{'label': 'NEGATIVE', 'score': 0.6334006190299988}]"
CAPÍTULO X,"Ralhou alguma coisa; mas eu, cá como pude, acomodei-a e não há novidades.",17,16,0,0,2,1,3,2,8,47.05882352941176,"[{'label': 'POSITIVE', 'score': 0.35379841923713684}]"
CAPÍTULO X,Perguntou-me o que estava o menino a fazer aqui depois que a fidalguinha foi para o convento.,18,14,0,0,3,0,2,3,8,44.44444444444444,"[{'label': 'NEGATIVE', 'score': 0.5958331823348999}]"
CAPÍTULO X,Disse-lhe que vossa senhoria estava adoentado de uma queda que deu do cavalo abaixo.,15,14,0,0,3,1,1,2,7,46.666666666666664,"[{'label': 'NEGATIVE', 'score': 0.667765200138092}]"
CAPÍTULO X,Voltou ela a perguntar-me se o senhor tinha dinheiro; e eu disse que não sabia.,17,17,0,0,2,0,1,5,8,47.05882352941176,"[{'label': 'NEUTRAL', 'score': 0.41877231001853943}]"
CAPÍTULO X,"E depois, foi para dentro de casa e voltou daí a pouco com este embrulho, para eu lhe entregar.",22,20,0,0,3,0,3,3,9,40.909090909090914,"[{'label': 'POSITIVE', 'score': 0.398089200258255}]"
CAPÍTULO X,"Aí o tem tal e qual; não sei quanto é. — E não me escreveu? — Disse que não podia ir à escrivaninha, porque estava lá o senhor corregedor — respondeu com firmeza mestre João — e também recomendou que não lhe escrevesse vossa senhoria senão de Coimbra, porque se o seu pai soubesse que o menino cá estava ia tudo de rastos lá em casa.",72,54,1,0,11,0,11,12,34,47.22222222222222,"[{'label': 'NEGATIVE', 'score': 0.5402019023895264}]"
CAPÍTULO X,Ora aí está. — E não lhe falou nos criados de Baltasar? — Nem um pio!,19,18,1,1,2,0,4,1,7,36.84210526315789,"[{'label': 'NEGATIVE', 'score': 0.5453695058822632}]"
CAPÍTULO X,"Na cidade ninguém já falava nisso hoje. — E que lhe disse da senhora D Teresa? — Nada, senão que foi para o convento.",28,25,1,0,3,0,2,3,8,28.57142857142857,"[{'label': 'NEGATIVE', 'score': 0.3881482779979706}]"
CAPÍTULO X,"Agora deixe-me ir secar a égua, que está a escorrer água em fio. Ó rapariga, traz-me cá a manta.",23,19,0,0,5,0,2,5,12,52.17391304347826,"[{'label': 'NEUTRAL', 'score': 0.5625362992286682}]"
CAPÍTULO X,"Enquanto Simão contava onze moedas menos um quarto, maravilhado da estranha liberalidade, Mariana, abraçando o pai no repartimento vizinho da casa, exclamava: — Arranjou muito bem a mentira! — Ó rapariga, quem mentiu foste tu!",43,36,0,2,8,2,4,6,20,46.51162790697674,"[{'label': 'NEGATIVE', 'score': 0.4270898401737213}]"
CAPÍTULO X,Aquilo lá o arranjaste tu com essa tua cabecinha!,10,10,0,1,1,0,1,1,3,30.0,"[{'label': 'NEUTRAL', 'score': 0.5566526651382446}]"
CAPÍTULO X,Mas a coisa saiu bem hein?,7,7,1,0,1,1,1,1,4,57.14285714285714,"[{'label': 'NEUTRAL', 'score': 0.5281820297241211}]"
CAPÍTULO X,Ele comeu-a que nem confeitos!,6,6,0,1,1,0,0,1,2,33.33333333333333,"[{'label': 'NEUTRAL', 'score': 0.4867382049560547}]"
CAPÍTULO X,"Ficaste sem os bezerros; mas lá virá o tempo em que ele te dê bois a troco dos bezerros. — Eu não fiz isto por interesse, meu pai. — atalhou ela ressentida. — Olha o milagre!",42,36,0,1,8,1,2,5,16,38.095238095238095,"[{'label': 'NEUTRAL', 'score': 0.5850389003753662}]"
CAPÍTULO X,"Isso sei eu; mas, como diz lá o ditado: quem semeia colhe.",16,16,0,0,1,0,1,4,6,37.5,"[{'label': 'NEUTRAL', 'score': 0.46550866961479187}]"
CAPÍTULO X,"Mariana ficou pensativa, e disse para si mesma: — Ainda bem que ele não pode pensar de mim o que o meu pai pensa.",27,25,0,0,1,2,3,5,11,40.74074074074074,"[{'label': 'NEUTRAL', 'score': 0.6790021657943726}]"
CAPÍTULO X,Deus sabe que não tenho nenhumas esperanças interesseiras no que fiz.,12,11,0,0,1,1,1,3,6,50.0,"[{'label': 'NEUTRAL', 'score': 0.4332354962825775}]"
CAPÍTULO X,"Simão chamou o ferrador, e disse-lhe: — Meu caro João, se eu não tivesse dinheiro, aceitava sem repugnância os seus favores, e creio que vossemecê mos faria sem esperança de ganhar com eles; mas, como recebi esta quantia, há de consentir que eu lhe dê parte dela para os meus alimentos.",60,49,0,0,8,1,1,12,22,36.666666666666664,"[{'label': 'NEUTRAL', 'score': 0.734462320804596}]"
CAPÍTULO X,"Motivos de gratidão a dívidas que se não pagam, ainda me ficam muitos para nunca me esquecer de si e da sua boa filha.",26,24,0,0,4,1,3,3,11,42.30769230769231,"[{'label': 'NEUTRAL', 'score': 0.4771794080734253}]"
CAPÍTULO X,"Tome este dinheiro. — As contas fazem-se no fim — respondeu o ferrador, retirando a mão — e ninguém nos há de ouvir, se Deus quiser.",30,26,0,0,5,0,0,7,12,40.0,"[{'label': 'NEUTRAL', 'score': 0.6349435448646545}]"
CAPÍTULO X,"Se eu precisar de dinheiro, cá virei.",9,9,0,0,1,0,1,2,4,44.44444444444444,"[{'label': 'NEUTRAL', 'score': 0.49034032225608826}]"
CAPÍTULO X,"Por agora, ainda está a capoeira cheia de galinhas, e o pão coze-se todas as semanas. — Mas aceite — instou Simão — e dê-lhe a aplicação que quiser. — Em minha casa ninguém dá leis senão eu — respondeu mestre João, com simulado enfadamento. — Guarde lá o seu dinheiro, fidalgo, e não falemos mais nisso, se quer que o negócio vá direito até ao fim.",77,58,0,0,15,1,6,11,33,42.857142857142854,"[{'label': 'NEUTRAL', 'score': 0.41236943006515503}]"
CAPÍTULO X,E victo- serio!,4,4,0,1,1,1,0,0,2,50.0,"[{'label': 'NEUTRAL', 'score': 0.4780287444591522}]"
CAPÍTULO X,"Nos cinco dias que se seguiram Simão recebeu regularmente cartas de Teresa, umas resignadas e confortadoras, outras escritas na violência exasperada da saudade, numa dizia: O meu pai deve saber que estás aí, e enquanto aí estiveres, decerto me não tira do convento.",50,43,0,0,8,0,6,9,23,46.0,"[{'label': 'NEGATIVE', 'score': 0.4014664590358734}]"
CAPÍTULO X,"Seria bom que fosses para Coimbra, e deixássemos o meu pai esquecer os últimos acontecimentos.",17,17,0,0,2,2,0,2,6,35.294117647058826,"[{'label': 'POSITIVE', 'score': 0.3372826874256134}]"
CAPÍTULO X,"Senão, meu querido, nem ele me dá liberdade, nem sei como hei de fugir deste inferno.",20,17,0,0,2,1,2,4,9,45.0,"[{'label': 'NEUTRAL', 'score': 0.5834094882011414}]"
CAPÍTULO X,Não fazes ideia o que é um convento!,9,9,0,1,2,0,1,1,4,44.44444444444444,"[{'label': 'NEGATIVE', 'score': 0.5258500576019287}]"
CAPÍTULO X,"Se eu pudesse fazer do meu coração um sacrifício a Deus, teria de procurar uma atmosfera menos viciosa que esta.",22,22,0,0,3,1,1,4,9,40.909090909090914,"[{'label': 'POSITIVE', 'score': 0.3769383728504181}]"
CAPÍTULO X,"Creio que em toda a parte se pode orar e ser virtuosa, menos neste convento.",17,17,0,0,2,1,1,3,7,41.17647058823529,"[{'label': 'NEUTRAL', 'score': 0.4078873097896576}]"
CAPÍTULO X,"Noutra carta exprimia-se assim: Não me deixes, Simão; não vás para Coimbra.",16,16,0,0,1,0,3,3,7,43.75,"[{'label': 'NEUTRAL', 'score': 0.7179876565933228}]"
CAPÍTULO X,Receio que o meu pai me queira mudar deste convento para outro mais rigoroso.,15,15,0,0,2,1,1,3,7,46.666666666666664,"[{'label': 'NEGATIVE', 'score': 0.4888198971748352}]"
CAPÍTULO X,Uma freira disse-me que eu não ficava aqui; outra afirmou-me positivamente que o pai estava a preparar a minha ida para um mosteiro do Porto.,27,25,0,0,4,0,3,5,12,44.44444444444444,"[{'label': 'NEGATIVE', 'score': 0.717062771320343}]"
CAPÍTULO X,"O que me aterroriza sobretudo, mas que não me desanima, é saber que o intento do meu pai é fazer-me professar.",24,19,0,0,2,0,2,5,9,37.5,"[{'label': 'NEGATIVE', 'score': 0.5818296670913696}]"
CAPÍTULO X,"Por mais que imagine violências e tiranias, nenhuma vejocapaz de me arrancar os votos.",16,16,0,0,4,0,1,2,7,43.75,"[{'label': 'NEUTRAL', 'score': 0.4669150114059448}]"
CAPÍTULO X,"Eu não posso professar sem ser noviça durante um ano, e ir às afirmações três vezes; hei de responder sempre que não.",25,24,0,0,4,0,3,5,12,48.0,"[{'label': 'NEGATIVE', 'score': 0.4176371395587921}]"
CAPÍTULO X,Se eu pudesse fugia daqui!,6,6,0,1,0,0,1,2,3,50.0,"[{'label': 'NEUTRAL', 'score': 0.5078324675559998}]"
CAPÍTULO X,"Ontem fui até à cerca, e lá vi uma porta que dá para a estrada.",17,17,0,0,2,0,3,2,7,41.17647058823529,"[{'label': 'NEGATIVE', 'score': 0.3817974925041199}]"
CAPÍTULO X,Soube que algumas vezes aquela porta se abre para entrarem carros de lenha; mas infelizmente não se torna a abrir até ao princípio do Inverno.,27,26,0,0,6,0,2,5,13,48.148148148148145,"[{'label': 'NEGATIVE', 'score': 0.6215336918830872}]"
CAPÍTULO X,"Se não puder ser antes, meu Simão, fugirei nessa altura.",13,12,0,0,1,0,2,3,6,46.15384615384615,"[{'label': 'NEUTRAL', 'score': 0.5398267507553101}]"
CAPÍTULO X,"Tiveram, entretanto, bom e pronto êxito as diligências de Tadeu de Albuquerque.",15,13,0,0,2,2,0,1,5,33.33333333333333,"[{'label': 'NEUTRAL', 'score': 0.3668586313724518}]"
CAPÍTULO X,"A prelada de Monchique, religiosa de sumas virtudes, pensando que a filha do seu primo, muito devota e com amor a Deus se recolhia ao mosteiro por vontade própria, preparou-lhe casa, e congratulou-se com a tão piedosa resolução da sobrinha.",46,37,0,0,10,5,2,4,21,45.65217391304348,"[{'label': 'NEGATIVE', 'score': 0.3999651074409485}]"
CAPÍTULO X,"A carta congratulatória não a recebeu Teresa, porque fora parar à mão do seu pai.",17,17,0,0,3,1,1,2,7,41.17647058823529,"[{'label': 'NEGATIVE', 'score': 0.3966459333896637}]"
CAPÍTULO X,"Continha ela reflexões tendentes a desvanecê-la do propósito, se algum desgosto passageiro a impelia à imprudência de procurar um refúgio onde as paixões se exacerbavam mais.",28,26,0,0,8,1,1,3,13,46.42857142857143,"[{'label': 'NEGATIVE', 'score': 0.6297983527183533}]"
CAPÍTULO X,"Tomadas todas as precauções, Tadeu de Albuquerque fez avisar a sua filha de que a sua tia de Monchique a queria ter na sua companhia algum tempo, e que a jornada se faria na madrugada do dia seguinte.",41,31,0,0,8,1,0,6,15,36.58536585365854,"[{'label': 'NEGATIVE', 'score': 0.6380918025970459}]"
CAPÍTULO X,"Teresa, quando recebeu a surpreendente noticia, já tinha enviado a carta daquele dia a Simão.",18,15,0,0,3,1,2,2,8,44.44444444444444,"[{'label': 'POSITIVE', 'score': 0.39863651990890503}]"
CAPÍTULO X,"Na sua aflitiva perplexidade, resolveu fazer-se doente, e tão febril estava do nervosismo, que dispensava o fingimento.",21,19,0,0,3,3,1,3,10,47.61904761904761,"[{'label': 'NEGATIVE', 'score': 0.7232750058174133}]"
CAPÍTULO X,"O velho não quis saber da doença; mas o médico do mosteiro reagiu contra a desumanidade do pai e da prioresa, interessada na violência.",27,25,0,0,8,0,1,4,13,48.148148148148145,"[{'label': 'NEGATIVE', 'score': 0.5484282374382019}]"
CAPÍTULO X,"Quis Teresa nessa noite escrever a Simão; mas a criada da prelada, obedecendo às suspeitas da ama, não desamparou a cabeceira do leito da enferma.",29,24,0,0,7,0,1,4,12,41.37931034482759,"[{'label': 'NEGATIVE', 'score': 0.6891645193099976}]"
CAPÍTULO X,"Era causa a esta espionagem ter dito a escrivã, numa hora de má digestão daquele certo vinho estomacal, que Teresa passava as noites em oração mental, e tinha correspondência com um anjo do Céu por intervenção de uma mendiga.",43,39,0,0,12,4,0,3,19,44.18604651162791,"[{'label': 'NEGATIVE', 'score': 0.7288338541984558}]"
CAPÍTULO X,Algumas religiosas tinham visto a mendiga no pátio do convento esperando a esmola de Teresa; mas pensaram que aquela pobre era uma antiga criada devota da menina.,29,28,0,0,8,2,0,3,13,44.827586206896555,"[{'label': 'NEGATIVE', 'score': 0.7010243535041809}]"
CAPÍTULO X,"As palavras irónicas da escrivã foram comentadas, e a mendiga recebeu ordem de sair da portaria.",18,17,0,0,5,1,0,3,9,50.0,"[{'label': 'NEGATIVE', 'score': 0.5318973064422607}]"
CAPÍTULO X,"Teresa, num ímpeto de angústia, quando tal soube, correu para uma janela, e chamou a pobre, que se retirava assustada, e lançou-lhe ao pátio um bilhete com estas palavras: É impossível a nossa correspondência.",42,35,0,0,7,2,2,6,17,40.476190476190474,"[{'label': 'NEGATIVE', 'score': 0.4442034959793091}]"
CAPÍTULO X,Vou ser tirada daqui para outro convento.,8,8,0,0,1,0,1,1,3,37.5,"[{'label': 'NEUTRAL', 'score': 0.40842190384864807}]"
CAPÍTULO X,Espera em Coimbra notícias as minhas.,7,7,0,0,1,0,0,0,1,14.285714285714285,"[{'label': 'NEUTRAL', 'score': 0.5810428261756897}]"
CAPÍTULO X,"Isto foi rapidamente reportado à prioresa, e logo, às ordens dela, partiu o hortelão do convento no encalço da pobre.",24,22,0,0,5,1,2,2,10,41.66666666666667,"[{'label': 'NEGATIVE', 'score': 0.5944470763206482}]"
CAPÍTULO X,"O hortelão seguiu-a até fora de portas, espancou-a tirou-lhe o bilhete, e voltou ao convento apresentá-lo a Tadeu de Albuquerque.",23,21,0,0,4,0,1,4,9,39.130434782608695,"[{'label': 'NEGATIVE', 'score': 0.6586250066757202}]"
CAPÍTULO X,A mendiga não retrocedeu; dirigiu-se a casa do ferrador e contou a Simão o acontecido.,17,16,0,0,2,1,1,4,8,47.05882352941176,"[{'label': 'NEGATIVE', 'score': 0.48730653524398804}]"
CAPÍTULO X,Simão lançou-se fora da cama e chamou João da Cruz.,11,10,0,0,1,0,1,2,4,36.36363636363637,"[{'label': 'NEGATIVE', 'score': 0.38547608256340027}]"
CAPÍTULO X,"Naquele aperto queria ouvir uma voz, queria poder chamar amigo a um punhal.",15,14,0,0,4,0,0,5,9,60.0,"[{'label': 'POSITIVE', 'score': 0.3907470703125}]"
CAPÍTULO X,O ferrador ouviu a história e deu o seu conselho: É esperar até ver.,16,16,0,0,3,0,0,4,7,43.75,"[{'label': 'NEUTRAL', 'score': 0.6419807076454163}]"
CAPÍTULO X,"Simão repeliu a prudencial frieza do confidente, e disse que partia para Viseu imediatamente.",16,16,0,0,2,1,1,3,7,43.75,"[{'label': 'NEGATIVE', 'score': 0.46545207500457764}]"
CAPÍTULO X,"Mariana estava ali; ouvira a confidência, e achara acertada a opinião do seu pai.",17,16,0,0,3,1,1,3,8,47.05882352941176,"[{'label': 'NEGATIVE', 'score': 0.4663875102996826}]"
CAPÍTULO X,"Vendo, porém, a impaciência do hóspede, pediu licença para falar onde não era chamada, e disse: — Se o senhor Simão quer, eu vou à cidade, e procuro no convento a Brito, que é uma rapariga minha conhecida, uma servente no convento, e dou- lhe uma carta sua para entregar à fidalga. — Isso é possível, Mariana? — exclamou Simão, a ponto de abraçar a rapariga. — Pois então! — disse o ferrador. — O que pode fazer-se, faz-se.",98,62,1,1,14,2,3,15,34,34.69387755102041,"[{'label': 'NEUTRAL', 'score': 0.6696380972862244}]"
CAPÍTULO X,"Vai-te vestir, rapariga, que eu vou pô a sela à égua.",14,13,0,0,4,0,0,2,6,42.857142857142854,"[{'label': 'NEUTRAL', 'score': 0.5251753926277161}]"
CAPÍTULO X,Simão sentou-se a escrever.,5,5,0,0,0,0,0,2,2,40.0,"[{'label': 'POSITIVE', 'score': 0.4025474786758423}]"
CAPÍTULO X,"Tão embaralhadas lhe acudiam as ideias, que não atinava a formar o desígnio mais proveitoso à situação de ambos.",21,21,0,0,3,1,3,4,11,52.38095238095239,"[{'label': 'NEGATIVE', 'score': 0.664918065071106}]"
CAPÍTULO X,"Ao cabo de uma longa vacilação, disse a Teresa que fugisse, pela madrugada, quando a porta estivesse aberta, ou obrigasse a porteira a abrir-lha.",29,23,0,0,6,2,1,3,12,41.37931034482759,"[{'label': 'NEGATIVE', 'score': 0.6876080632209778}]"
CAPÍTULO X,Dizia-lhe que marcasse ela a hora do dia seguinte em que ele a devia esperar com dois cavalos para a fuga.,22,19,0,0,4,1,0,4,9,40.909090909090914,"[{'label': 'NEGATIVE', 'score': 0.6168702840805054}]"
CAPÍTULO X,"Em recurso extremo, prometia assaltar com homens armados o mosteiro, ou incendiá-lo para se abrirem as portas.",20,19,0,0,4,1,0,5,10,50.0,"[{'label': 'NEGATIVE', 'score': 0.5943018794059753}]"
CAPÍTULO X,Este plano era o mais parecido com o espírito do académico.,12,11,0,0,3,1,1,0,5,41.66666666666667,"[{'label': 'POSITIVE', 'score': 0.40167921781539917}]"
CAPÍTULO X,Em vivo fogo ardia aquela pobre cabeça!,8,8,0,1,2,2,0,1,5,62.5,"[{'label': 'NEGATIVE', 'score': 0.40223461389541626}]"
CAPÍTULO X,"Fechada a carta, começou a passear em torcicolos, como se obedecesse a desencontrados impulsos.",17,14,0,0,3,0,0,5,8,47.05882352941176,"[{'label': 'NEGATIVE', 'score': 0.34821224212646484}]"
CAPÍTULO X,"Cravava as unhas na cabeça, e arrancava os cabelos.",11,11,0,0,3,0,0,2,5,45.45454545454545,"[{'label': 'NEUTRAL', 'score': 0.4170030951499939}]"
CAPÍTULO X,"Investia como cego contra as paredes, e sentava-se um momento para erguer-se de mais furioso ímpeto.",18,18,0,0,4,1,1,2,8,44.44444444444444,"[{'label': 'NEGATIVE', 'score': 0.656998872756958}]"
CAPÍTULO X,"Agarrava maquinalmente nas pistolas, e sacudia os braços vertiginosos.",11,11,0,0,3,1,1,1,6,54.54545454545454,"[{'label': 'POSITIVE', 'score': 0.4017464816570282}]"
CAPÍTULO X,"Abria a carta para relê-la, e estava a ponto de rasgá-la, pensando que iria tarde, ou que não lhe chegaria às mãos.",26,22,0,0,3,0,2,5,10,38.46153846153847,"[{'label': 'NEGATIVE', 'score': 0.7507301568984985}]"
CAPÍTULO X,"Neste conflito de contrários projetos, entrou Mariana, e muito alucinado devia estar Simão para lhe não ver as lágrimas.",22,21,0,0,3,2,2,3,10,45.45454545454545,"[{'label': 'NEGATIVE', 'score': 0.6847710013389587}]"
CAPÍTULO X,"O que tu sofrias, nobre coração de mulher pura!",11,11,0,1,2,2,0,0,4,36.36363636363637,"[{'label': 'NEUTRAL', 'score': 0.4585265815258026}]"
CAPÍTULO X,"Se o que fazes por esse rapaz é gratidão ao homem que salvou a vida ao teu pai, que rara virtude a tua!",25,21,0,1,6,1,0,2,9,36.0,"[{'label': 'NEUTRAL', 'score': 0.6148774027824402}]"
CAPÍTULO X,"Se o amas, se por lhe dar alívio às dores, tu mesma lhe desempeces o caminho por onde te ele há de fugir para sempre, que nome darei ao teu heroísmo?",35,30,1,0,6,1,1,4,12,34.285714285714285,"[{'label': 'NEGATIVE', 'score': 0.6280586123466492}]"
CAPÍTULO X,"Que anjo te fadou o coração para a santidade desse obscuro martírio? — Estou pronta — disse Mariana. — Aqui tem a carta, minha boa amiga.",30,26,1,0,6,3,1,3,13,43.333333333333336,"[{'label': 'NEUTRAL', 'score': 0.6809790730476379}]"
CAPÍTULO X,"Faça muito por não vir sem resposta — disse Simão, dando-lhe com a carta um embrulho de dinheiro. — E o dinheiro também é para a senhora? — disse ela. — Não, é para si, Mariana: compre um anel.",47,34,1,0,7,0,4,7,18,38.297872340425535,"[{'label': 'NEUTRAL', 'score': 0.734595775604248}]"
CAPÍTULO X,"Mariana pegou na carta e voltou rapidamente as costas, para que Simão lhe não visse o gesto de despeito, se não mesmo de desprezo.",27,24,0,0,5,0,4,3,12,44.44444444444444,"[{'label': 'NEGATIVE', 'score': 0.6145904064178467}]"
CAPÍTULO X,"O académico não ousou insistir, vendo-a apressar-se encaminhando-se para o quintal, onde o ferrador selava a égua. — Não lhe dês muito com a vara — disse João da Cruz a Mariana, que, de um pulo, se assentou na sela, coberta com um pano escarlate. — Vais amarela como a cidra, rapariga! — exclamou ele, reparando na palidez da filha. — O que tens? — Nada; que hei de eu ter?",86,59,2,1,13,2,2,14,31,36.04651162790697,"[{'label': 'NEGATIVE', 'score': 0.5729981660842896}]"
CAPÍTULO X,"Dê-me cá a vara, meu pai.",8,8,0,0,2,0,1,1,4,50.0,"[{'label': 'NEUTRAL', 'score': 0.6410765051841736}]"
CAPÍTULO X,"A égua partiu a galope, e o ferrador, no meio da estrada, a rever-se na filha e na égua, disse para si mesmo, que Simão ouviu: — Vales tu mais, rapariga, que quantas fidalgas tem Viseu!",45,34,0,1,9,1,1,5,16,35.55555555555556,"[{'label': 'NEGATIVE', 'score': 0.4054729640483856}]"
CAPÍTULO X,"Pela mais pintada não dava eu minha égua; e se cá viesse o Miramolim de Marrocos pedir-me a filha, os diabos me levem se eu lha dava!",30,27,0,1,3,0,3,6,12,40.0,"[{'label': 'NEGATIVE', 'score': 0.5994053483009338}]"
CAPÍTULO X,"Isto é que são mulheres, e o resto é história!",12,11,0,1,3,0,0,1,4,33.33333333333333,"[{'label': 'NEUTRAL', 'score': 0.4917741119861603}]"
CAPÍTULO XI,"Apeou Mariana defronte do mosteiro, e foi à portaria chamar a sua amiga Brito. — Que boa rapariga! — disse o padre capelão, que estava no postigo lateral da porta, falando com a prioresa acerca da salvação das almas e bebendo umas ancoretas de vinho do Pinhão que ele recebera naquele dia e do qual tinha engarrafado um almude para tonificar o estômago da prelada. — Que boa rapariga! — disse ele, com um olho nela e outro no postigo, onde a ciumenta prioresa se remoía. — Deixe lá a rapariga, e diga quando é que a servente há de ir buscar o vinho. — Quando quiser, senhora prioresa; mas repare bem nos olhos, no feitio, naquele todo da rapariga! — Pois repare o senhor padre João — respondeu a freira — que eu tenho mais que fazer.",156,94,0,3,30,7,7,20,64,41.02564102564102,"[{'label': 'NEUTRAL', 'score': 0.3884654641151428}]"
CAPÍTULO XI,"E retirou-se com o coração ferido, e o queixo superior a escorrer lágrimas de simonte. — Donde é vossemecê? — disse brandamente o padre capelão. — Sou da aldeia — respondeu Mariana. — Isso vejo eu; mas de que aldeia é? — Não estou aqui para me confessar. — Mas não faria mal se se confessasse a mim, menina, que sou padre. — Bem vejo. — Que mau génio tem! — É o que vê. — Quem procura cá no convento? — Já mandei chamar quem procuro. — Mariana!, és tu?",110,71,4,2,11,3,8,16,38,34.54545454545455,"[{'label': 'NEGATIVE', 'score': 0.6371340751647949}]"
CAPÍTULO XI,Anda cá!,3,3,0,1,0,0,1,1,2,66.66666666666666,"[{'label': 'NEUTRAL', 'score': 0.5557007789611816}]"
CAPÍTULO XI,"A rapariga fez uma cortesia de cabeça ao padre capelão, e foi ao locutório de onde vinha aquela voz. — Eu queria falar contigo em particular, Joaquina — disse Mariana. — Eu vou ver se arranjo uma grade: espera aí.",46,37,0,0,9,2,1,8,20,43.47826086956522,"[{'label': 'NEUTRAL', 'score': 0.6422492861747742}]"
CAPÍTULO XI,"O padre tinha saído do pátio, e Mariana, enquanto esperava, examinou, uma a uma, as janelas do mosteiro.",24,18,0,0,4,0,0,3,7,29.166666666666668,"[{'label': 'NEGATIVE', 'score': 0.6136131286621094}]"
CAPÍTULO XI,"Numa das janelas, através das reixas de ferro, viu uma rapariga sem hábito. — Será aquela? — perguntou Mariana ao seu coração, que palpitava — Se eu fosse amada como ela! — Sobe aquelas escadinhas, Mariana, e entra na primeira porta do corredor, que eu já vou — disse Joaquina.",60,46,1,1,9,1,2,6,18,30.0,"[{'label': 'NEUTRAL', 'score': 0.503757655620575}]"
CAPÍTULO XI,"Mariana deu alguns passos, olhou novamente para a janela onde vira a rapariga sem hábito, e repetiu ainda: — Se eu fosse amada como ela!",29,27,0,1,4,0,2,5,11,37.93103448275862,"[{'label': 'NEUTRAL', 'score': 0.5995189547538757}]"
